happiness_score,gdp,family,health,freedom,generosity,corruption,region,year,country,social_wellbeing,positive_factors
5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,Unknown,2017,Indonesia,1.7667904198169662,2.035249507986009
5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,Unknown,2017,Venezuela,2.0484818220138528,1.2829568311572077
5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,Unknown,2017,Montenegro,1.905841171741485,1.425854921340945
5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,Unknown,2017,Morocco,1.372575104236603,1.230719685554504
5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874,Unknown,2017,Azerbaijan,1.693176031112674,1.4160394370555882
5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,Unknown,2017,Dominican Republic,1.977290451526647,1.7049862667918172
5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,Unknown,2017,Greece,2.049613475799561,1.3419289551675335
5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,Unknown,2017,Lebanon,1.864705324172969,1.590440444648262
5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,Unknown,2017,Portugal,2.162886559963222,1.8928738553076994
5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,Unknown,2017,Bosnia and Herzegovina,1.774522244930267,1.515680089592934
5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,Unknown,2017,Honduras,1.726514458656312,1.2414963990449908
5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,Unknown,2017,Macedonia,1.8528411984443638,1.583967085927725
5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,Unknown,2017,Somalia,0.835140489041805,0.6339911278337231
5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,Unknown,2017,Vietnam,1.929660320281979,1.5069379806518552
5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,Unknown,2017,Nigeria,1.2726862132549308,1.3835344519466166
5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,Unknown,2017,Tajikistan,1.800698399543763,1.0989008396863928
5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,Unknown,2017,Bhutan,1.836005806922908,1.6876282244920742
5.00400018692017,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,Unknown,2017,Kyrgyzstan,1.947696387767789,1.4403046593070032
4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,Unknown,2017,Nepal,1.683414041995999,1.2412467598915098
4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,Unknown,2017,Mongolia,2.050794720649723,1.7269417755305803
4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,Unknown,2017,South Africa,1.571868702769276,1.6007983237504984
4.80499982833862,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,Unknown,2017,Tunisia,1.48156350851059,1.259916704148054
4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,Unknown,2017,Palestinian Territories,1.721314132213591,0.995850861072541
4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.128631442785263,0.114381365478039,Unknown,2017,Egypt,1.517658650875092,1.28606203943491
4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,Unknown,2017,Bulgaria,2.1425971388816842,1.5528169693425284
4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.293040901422501,0.0710951760411263,Unknown,2017,Sierra Leone,0.9897007988765831,0.9090643450617797
4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,Unknown,2017,Cameroon,1.0789103358984,1.1796859391033647
4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,Unknown,2017,Iran,1.350884437561035,1.744677554816006
4.64400005340576,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,Unknown,2017,Albania,1.534844994544983,1.5391401164233682
4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,Unknown,2017,Bangladesh,1.268372774124145,1.113577127456665
4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,Unknown,2017,Namibia,1.43708261847496,1.4687246456742291
4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,Unknown,2017,Kenya,1.377939075231552,1.3934622183442114
4.55000019073486,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.179436385631561,Unknown,2017,Mozambique,0.977355450391769,0.857888460159302
4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.838075160980225,0.188816204667091,Unknown,2017,Myanmar,1.520758509635928,1.5308615416288383
4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,Unknown,2017,Senegal,1.589054763317105,0.925239734351635
4.51399993896484,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,Unknown,2017,Zambia,1.261023193597794,1.2693768665194516
4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,Unknown,2017,Iraq,1.479793667793274,1.4836875274777368
4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,Unknown,2017,Gabon,1.5121988058090179,1.478277407586574
4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,Unknown,2017,Ethiopia,1.2180789113044739,0.895271614193917
4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,Unknown,2017,Sri Lanka,1.885107219219212,1.9882729947566973
4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,Unknown,2017,Armenia,1.645008146762849,1.1557136755436659
4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,Unknown,2017,India,1.209800213575364,1.4015198573470116
4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,Unknown,2017,Mauritania,1.557380110025405,0.809468351304531
4.29099988937378,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.120852127671242,0.0796181336045265,Unknown,2017,Congo (Brazzaville),1.1220017969608311,1.2852241173386576
4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,Unknown,2017,Georgia,1.220161914825439,1.062364879995584
4.28000020980835,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,Unknown,2017,Congo (Kinshasa),1.4204304814338722,0.5142781734466554
4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,Unknown,2017,Mali,1.450839072465898,0.8611781895160681
4.17999982833862,0.603048920631409,0.904780030250549,0.0486421696841717,0.447706192731857,0.201237469911575,0.130061775445938,Unknown,2017,Ivory Coast,0.9534221999347207,1.1219308078289032
4.16800022125244,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,Unknown,2017,Cambodia,1.436021745204924,1.5529579371213917
4.13899993896484,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,Unknown,2017,Sudan,1.5049293935298949,0.7669824780896307
4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,Unknown,2017,Ghana,1.1693024635314941,1.3218386918306346
4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,Unknown,2017,Ukraine,1.9704415202140848,1.2646587174385784
4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,Unknown,2017,Uganda,1.347460344433787,1.09331300854683
4.03200006484985,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,Unknown,2017,Burkina Faso,1.259124264121059,0.805132143199445
4.02799987792969,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,0.138572946190834,Unknown,2017,Niger,1.261530011892319,0.615684926509857
3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.287170469760895,0.0727116540074348,Unknown,2017,Malawi,0.8276584148406989,0.9148155078291892
3.93600010871887,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,Unknown,2017,Chad,0.9949905872344972,0.7628869824111466
3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,Unknown,2017,Zimbabwe,1.279859662055971,0.8059988543391221
3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,Unknown,2017,Lesotho,1.19009518623352,0.950085178017616
3.79500007629395,0.858428180217743,1.10441195964813,0.0498686656355858,0.0,0.097926490008831,0.0697203353047371,Unknown,2017,Angola,1.1542806252837159,0.886634334921837
3.79399991035461,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,Unknown,2017,Afghanistan,0.7622901052236559,0.7583698406815527
3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,Unknown,2017,Botswana,1.5633105039596562,1.628055736422539
3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,Unknown,2017,Benin,0.645230054855346,1.0040676295757287
3.64400005340576,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,Unknown,2017,Madagascar,1.288243681192398,0.6365060135722157
3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,Unknown,2017,Haiti,0.9177709519863131,0.7883117515593769
3.59299993515015,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.104125209152699,0.0567674227058887,Unknown,2017,Yemen,1.245463162660598,0.8885049559175973
3.59100008010864,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,Unknown,2017,South Sudan,0.764809131622314,0.7131883651018139
3.53299999237061,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.26654988527298,0.0389482490718365,Unknown,2017,Liberia,1.102036133408547,0.6795246116817006
3.50699996948242,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,Unknown,2017,Guinea,0.985373824834824,0.747014917433263
3.49499988555908,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.196896150708199,0.0956650152802467,Unknown,2017,Togo,0.678988099098206,0.7871019914746293
3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.252756029367447,0.455220013856888,Unknown,2017,Rwanda,1.272131830453872,0.74812576174736
3.46199989318848,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.493663728237152,0.151347130537033,Unknown,2017,Syria,0.896635949611664,1.2010091766715045
3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,Unknown,2017,Tanzania,1.406499087810517,1.189374908804893
2.90499997138977,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,Unknown,2017,Burundi,0.781404376029968,0.2718105614185333
2.69300007820129,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,Unknown,2017,Central African Republic,0.0187726859003305,0.4951534569263458
7.632,1.305,1.592,0.874,0.681,0.202,0.393,Unknown,2018,Finland,2.466,1.7950000000000002
7.594,1.456,1.582,0.861,0.686,0.286,0.34,Unknown,2018,Norway,2.443,2.088
7.555,1.351,1.59,0.868,0.683,0.284,0.408,Unknown,2018,Denmark,2.458,1.9099999999999997
7.495,1.343,1.644,0.914,0.677,0.353,0.138,Unknown,2018,Iceland,2.558,2.2350000000000003
7.487,1.42,1.549,0.927,0.66,0.256,0.357,Unknown,2018,Switzerland,2.476,1.9790000000000003
7.441,1.361,1.488,0.878,0.638,0.333,0.295,Unknown,2018,Netherlands,2.366,2.0370000000000004
7.328,1.33,1.532,0.896,0.653,0.321,0.291,Unknown,2018,Canada,2.428,2.0130000000000003
7.324,1.268,1.601,0.876,0.669,0.365,0.389,Unknown,2018,New Zealand,2.477,1.913
7.314,1.355,1.501,0.913,0.659,0.285,0.383,Unknown,2018,Sweden,2.4139999999999997,1.9160000000000004
7.272,1.34,1.573,0.91,0.647,0.361,0.302,Unknown,2018,Australia,2.483,2.046
7.19,1.244,1.433,0.888,0.464,0.262,0.082,Unknown,2018,United Kingdom,2.321,1.888
7.139,1.341,1.504,0.891,0.617,0.242,0.224,Unknown,2018,Austria,2.395,1.9760000000000002
7.072,1.01,1.459,0.817,0.632,0.143,0.101,Unknown,2018,Costa Rica,2.276,1.684
6.977,1.448,1.583,0.876,0.614,0.307,0.306,Unknown,2018,Ireland,2.459,2.0629999999999997
6.965,1.34,1.474,0.861,0.586,0.273,0.28,Unknown,2018,Germany,2.335,1.9190000000000003
6.927,1.324,1.483,0.894,0.583,0.188,0.24,Unknown,2018,Belgium,2.3770000000000002,1.8550000000000002
6.91,1.576,1.52,0.896,0.632,0.196,0.321,Unknown,2018,Luxembourg,2.416,2.083
6.886,1.398,1.471,0.819,0.547,0.291,0.133,Unknown,2018,United States,2.29,2.1029999999999998
6.814,1.301,1.559,0.883,0.533,0.354,0.272,Unknown,2018,Israel,2.442,1.9160000000000001
6.774,2.096,0.776,0.67,0.284,0.186,0.082,Unknown,2018,United Arab Emirates,1.4460000000000002,2.484
6.711,1.233,1.489,0.854,0.543,0.064,0.034,Unknown,2018,Czech Republic,2.343,1.8060000000000003
6.627,1.27,1.525,0.884,0.645,0.376,0.142,Unknown,2018,Malta,2.409,2.149
6.489,1.293,1.466,0.908,0.52,0.098,0.176,Unknown,2018,France,2.374,1.735
6.488,1.038,1.252,0.761,0.479,0.069,0.095,Unknown,2018,Mexico,2.013,1.4909999999999999
6.476,1.131,1.331,0.808,0.431,0.197,0.061,Unknown,2018,Chile,2.1390000000000002,1.6980000000000002
6.441,1.365,1.436,0.857,0.418,0.151,0.078,Unknown,2018,Taiwan,2.293,1.8559999999999999
6.43,1.112,1.438,0.759,0.597,0.125,0.063,Unknown,2018,Panama,2.197,1.7710000000000001
6.419,0.986,1.474,0.675,0.493,0.11,0.088,Unknown,2018,Brazil,2.149,1.5010000000000001
6.388,1.073,1.468,0.744,0.57,0.062,0.054,Unknown,2018,Argentina,2.2119999999999997,1.6509999999999998
6.382,0.781,1.268,0.608,0.604,0.179,0.071,Unknown,2018,Guatemala,1.876,1.493
6.379,1.093,1.459,0.771,0.625,0.13,0.155,Unknown,2018,Uruguay,2.23,1.6929999999999998
6.374,1.649,1.303,0.748,0.654,0.256,0.171,Unknown,2018,Qatar,2.051,2.3880000000000003
6.371,1.379,1.331,0.633,0.509,0.098,0.127,Unknown,2018,Saudi Arabia,1.964,1.859
6.343,1.529,1.451,1.008,0.631,0.261,0.457,Unknown,2018,Singapore,2.459,1.9640000000000002
6.322,1.161,1.258,0.669,0.356,0.311,0.059,Unknown,2018,Malaysia,1.927,1.769
6.31,1.251,1.538,0.965,0.449,0.142,0.074,Unknown,2018,Spain,2.503,1.7679999999999998
6.26,0.96,1.439,0.635,0.531,0.099,0.039,Unknown,2018,Colombia,2.074,1.5510000000000002
6.192,1.223,1.492,0.564,0.575,0.171,0.019,Unknown,2018,Trinidad & Tobago,2.056,1.9500000000000002
6.173,1.21,1.537,0.776,0.354,0.118,0.014,Unknown,2018,Slovakia,2.3129999999999997,1.668
6.167,0.806,1.231,0.639,0.461,0.065,0.082,Unknown,2018,El Salvador,1.87,1.25
6.141,0.668,1.319,0.7,0.527,0.208,0.128,Unknown,2018,Nicaragua,2.019,1.275
6.123,1.176,1.448,0.781,0.546,0.108,0.064,Unknown,2018,Poland,2.229,1.766
6.105,1.338,1.366,0.698,0.594,0.243,0.123,Unknown,2018,Bahrain,2.064,2.0519999999999996
6.096,0.719,1.584,0.605,0.724,0.328,0.259,Unknown,2018,Uzbekistan,2.189,1.512
6.083,1.474,1.301,0.675,0.554,0.167,0.106,Unknown,2018,Kuwait,1.976,2.089
6.072,1.016,1.417,0.707,0.637,0.364,0.029,Unknown,2018,Thailand,2.124,1.988
6.0,1.264,1.501,0.946,0.281,0.137,0.028,Unknown,2018,Italy,2.447,1.654
5.973,0.889,1.33,0.736,0.556,0.114,0.12,Unknown,2018,Ecuador,2.066,1.439
5.956,0.807,1.101,0.474,0.593,0.183,0.089,Unknown,2018,Belize,1.575,1.494
5.952,1.197,1.527,0.716,0.35,0.026,0.006,Unknown,2018,Lithuania,2.243,1.5670000000000002
5.948,1.219,1.506,0.856,0.633,0.16,0.051,Unknown,2018,Slovenia,2.362,1.961
5.945,1.116,1.219,0.726,0.528,0.088,0.001,Unknown,2018,Romania,1.945,1.7310000000000003
5.933,1.148,1.454,0.671,0.363,0.092,0.066,Unknown,2018,Latvia,2.125,1.537
5.915,1.294,1.462,0.988,0.553,0.079,0.15,Unknown,2018,Japan,2.45,1.776
5.891,1.09,1.387,0.684,0.584,0.245,0.05,Unknown,2018,Mauritius,2.071,1.869
5.89,0.819,1.493,0.693,0.575,0.096,0.031,Unknown,2018,Jamaica,2.186,1.459
5.875,1.266,1.204,0.955,0.244,0.175,0.051,Unknown,2018,South Korea,2.159,1.6340000000000001
5.835,1.229,1.211,0.909,0.495,0.179,0.154,Unknown,2018,Northern Cyprus,2.12,1.7490000000000003
5.81,1.151,1.479,0.599,0.399,0.065,0.025,Unknown,2018,Russia,2.0780000000000003,1.59
5.79,1.143,1.516,0.631,0.454,0.148,0.121,Unknown,2018,Kazakhstan,2.1470000000000002,1.6239999999999999
5.762,1.229,1.191,0.909,0.423,0.202,0.035,Unknown,2018,Cyprus,2.1,1.8190000000000002
5.752,0.751,1.223,0.508,0.606,0.141,0.054,Unknown,2018,Bolivia,1.731,1.444
5.739,1.2,1.532,0.737,0.553,0.086,0.174,Unknown,2018,Estonia,2.269,1.6650000000000003
5.681,0.835,1.522,0.615,0.541,0.162,0.074,Unknown,2018,Paraguay,2.137,1.4639999999999997
5.663,0.934,1.249,0.674,0.53,0.092,0.034,Unknown,2018,Peru,1.923,1.522
5.662,0.855,1.23,0.578,0.448,0.274,0.023,Unknown,2018,Kosovo,1.8079999999999998,1.554
5.64,0.657,1.301,0.62,0.232,0.171,0.0,Unknown,2018,Moldova,1.9209999999999998,1.06
5.636,1.016,1.533,0.517,0.417,0.199,0.037,Unknown,2018,Turkmenistan,2.05,1.5950000000000002
5.62,1.171,1.401,0.732,0.259,0.061,0.022,Unknown,2018,Hungary,2.133,1.469
5.566,0.985,1.35,0.553,0.496,0.116,0.148,Unknown,2018,Libya,1.903,1.449
5.524,0.775,1.312,0.513,0.643,0.12,0.105,Unknown,2018,Philippines,1.8250000000000002,1.4330000000000003
5.504,0.62,1.205,0.622,0.459,0.197,0.074,Unknown,2018,Honduras,1.827,1.202
5.483,1.039,1.498,0.7,0.307,0.101,0.154,Unknown,2018,Belarus,2.198,1.293
5.483,1.148,1.38,0.686,0.324,0.106,0.109,Unknown,2018,Turkey,2.066,1.469
5.472,0.652,0.81,0.424,0.334,0.216,0.113,Unknown,2018,Pakistan,1.234,1.089
5.43,1.405,1.29,1.03,0.524,0.246,0.291,Unknown,2018,Hong Kong,2.3200000000000003,1.884
5.41,1.188,1.429,0.884,0.562,0.055,0.017,Unknown,2018,Portugal,2.313,1.788
5.398,0.975,1.369,0.685,0.288,0.134,0.043,Unknown,2018,Serbia,2.0540000000000003,1.3539999999999999
5.358,1.154,1.202,0.879,0.131,0.0,0.044,Unknown,2018,Greece,2.081,1.2409999999999999
5.358,0.965,1.179,0.785,0.503,0.214,0.136,Unknown,2018,Lebanon,1.964,1.5459999999999998
5.347,1.017,1.279,0.729,0.259,0.111,0.081,Unknown,2018,Montenegro,2.008,1.3059999999999998
5.321,1.115,1.161,0.737,0.38,0.12,0.039,Unknown,2018,Croatia,1.8980000000000001,1.5760000000000003
5.302,0.982,1.441,0.614,0.578,0.12,0.106,Unknown,2018,Dominican Republic,2.055,1.574
5.295,0.979,1.154,0.687,0.077,0.055,0.135,Unknown,2018,Algeria,1.841,0.976
5.254,0.779,0.797,0.669,0.46,0.026,0.074,Unknown,2018,Morocco,1.4660000000000002,1.191
5.246,0.989,1.142,0.799,0.597,0.029,0.103,Unknown,2018,China,1.9409999999999998,1.5119999999999998
5.201,1.024,1.161,0.603,0.43,0.031,0.176,Unknown,2018,Azerbaijan,1.764,1.309
5.199,0.474,1.166,0.598,0.292,0.187,0.034,Unknown,2018,Tajikistan,1.7639999999999998,0.919
5.185,0.959,1.239,0.691,0.394,0.173,0.052,Unknown,2018,Macedonia,1.9300000000000002,1.474
5.161,0.822,1.265,0.645,0.468,0.13,0.134,Unknown,2018,Jordan,1.91,1.286
5.155,0.689,1.172,0.048,0.462,0.201,0.032,Unknown,2018,Nigeria,1.22,1.32
5.131,0.53,1.416,0.594,0.54,0.281,0.035,Unknown,2018,Kyrgyzstan,2.01,1.316
5.129,0.915,1.078,0.758,0.28,0.216,0.0,Unknown,2018,Bosnia and Herzegovina,1.836,1.411
5.125,0.914,1.517,0.575,0.395,0.253,0.032,Unknown,2018,Mongolia,2.0919999999999996,1.5300000000000002
5.103,0.715,1.365,0.702,0.618,0.177,0.079,Unknown,2018,Vietnam,2.067,1.431
5.093,0.899,1.215,0.522,0.538,0.484,0.018,Unknown,2018,Indonesia,1.737,1.903
5.082,0.796,1.335,0.527,0.541,0.364,0.171,Unknown,2018,Bhutan,1.862,1.53
4.982,0.0,0.712,0.115,0.674,0.238,0.282,Unknown,2018,Somalia,0.827,0.6300000000000001
4.975,0.535,0.891,0.182,0.454,0.183,0.043,Unknown,2018,Cameroon,1.073,1.1290000000000002
4.933,1.054,1.515,0.712,0.359,0.064,0.009,Unknown,2018,Bulgaria,2.227,1.4680000000000002
4.88,0.425,1.228,0.539,0.526,0.302,0.078,Unknown,2018,Nepal,1.767,1.175
4.806,0.996,1.469,0.657,0.133,0.056,0.052,Unknown,2018,Venezuela,2.1260000000000003,1.133
4.758,1.036,1.164,0.404,0.356,0.032,0.052,Unknown,2018,Gabon,1.568,1.3719999999999999
4.743,0.642,1.217,0.602,0.266,0.086,0.076,Unknown,2018,Palestinian Territories,1.819,0.918
4.724,0.94,1.41,0.33,0.516,0.103,0.056,Unknown,2018,South Africa,1.74,1.503
4.707,1.059,0.771,0.691,0.459,0.282,0.129,Unknown,2018,Iran,1.462,1.671
4.671,0.541,0.872,0.08,0.467,0.146,0.103,Unknown,2018,Ivory Coast,0.952,1.051
4.657,0.592,0.896,0.337,0.499,0.212,0.029,Unknown,2018,Ghana,1.233,1.274
4.631,0.429,1.117,0.433,0.406,0.138,0.082,Unknown,2018,Senegal,1.55,0.891
4.623,0.72,1.034,0.441,0.626,0.23,0.174,Unknown,2018,Laos,1.475,1.4020000000000001
4.592,0.9,0.906,0.69,0.271,0.04,0.063,Unknown,2018,Tunisia,1.596,1.1480000000000001
4.586,0.916,0.817,0.79,0.419,0.149,0.032,Unknown,2018,Albania,1.607,1.452
4.571,0.256,0.813,0.0,0.355,0.238,0.053,Unknown,2018,Sierra Leone,0.813,0.7959999999999999
4.559,0.682,0.811,0.343,0.514,0.091,0.077,Unknown,2018,Congo (Brazzaville),1.1540000000000001,1.2100000000000002
4.5,0.532,0.85,0.579,0.58,0.153,0.144,Unknown,2018,Bangladesh,1.4289999999999998,1.1210000000000002
4.471,0.918,1.314,0.672,0.585,0.307,0.05,Unknown,2018,Sri Lanka,1.9860000000000002,1.76
4.456,1.01,0.971,0.536,0.304,0.148,0.095,Unknown,2018,Iraq,1.5070000000000001,1.367
4.447,0.37,1.233,0.152,0.367,0.139,0.056,Unknown,2018,Mali,1.385,0.82
4.441,0.874,1.281,0.365,0.519,0.051,0.064,Unknown,2018,Namibia,1.646,1.38
4.433,0.549,1.088,0.457,0.696,0.256,0.065,Unknown,2018,Cambodia,1.5450000000000002,1.4360000000000002
4.424,0.314,1.097,0.254,0.312,0.175,0.128,Unknown,2018,Burkina Faso,1.351,0.6729999999999999
4.419,0.885,1.025,0.553,0.312,0.092,0.107,Unknown,2018,Egypt,1.5779999999999998,1.1820000000000002
4.417,0.198,0.902,0.173,0.531,0.206,0.158,Unknown,2018,Mozambique,1.075,0.777
4.41,0.493,1.048,0.454,0.504,0.352,0.055,Unknown,2018,Kenya,1.502,1.294
4.377,0.562,1.047,0.295,0.503,0.221,0.082,Unknown,2018,Zambia,1.3419999999999999,1.204
4.356,0.557,1.245,0.292,0.129,0.134,0.093,Unknown,2018,Mauritania,1.5370000000000001,0.7270000000000001
4.35,0.308,0.95,0.391,0.452,0.22,0.146,Unknown,2018,Ethiopia,1.341,0.834
4.34,0.853,0.592,0.643,0.375,0.038,0.215,Unknown,2018,Georgia,1.2349999999999999,1.051
4.321,0.816,0.99,0.666,0.26,0.077,0.028,Unknown,2018,Armenia,1.6560000000000001,1.125
4.308,0.682,1.174,0.429,0.58,0.598,0.178,Unknown,2018,Myanmar,1.603,1.682
4.301,0.358,0.907,0.053,0.189,0.181,0.06,Unknown,2018,Chad,0.9600000000000001,0.6679999999999999
4.245,0.069,1.136,0.204,0.312,0.197,0.052,Unknown,2018,Congo (Kinshasa),1.3399999999999999,0.526
4.19,0.721,0.747,0.485,0.539,0.172,0.093,Unknown,2018,India,1.232,1.339
4.166,0.131,0.867,0.221,0.39,0.175,0.099,Unknown,2018,Niger,1.088,0.597
4.161,0.322,1.09,0.237,0.45,0.259,0.061,Unknown,2018,Uganda,1.327,0.9700000000000002
4.141,0.378,0.372,0.24,0.44,0.163,0.067,Unknown,2018,Benin,0.612,0.9140000000000001
4.139,0.605,1.24,0.312,0.016,0.134,0.082,Unknown,2018,Sudan,1.552,0.673
4.103,0.793,1.413,0.609,0.163,0.187,0.011,Unknown,2018,Ukraine,2.0220000000000002,1.1320000000000001
3.999,0.259,0.474,0.253,0.434,0.158,0.101,Unknown,2018,Togo,0.727,0.7500000000000001
